Campaign_ID,Target_Audience,Duration,Channel_Used,Conversion_Rate,ROI,Clicks,Impressions,Date
52359,Women 25-34,15 days,Instagram,0.08,5.12,450,7759,2021-06-13
52360,Men 18-24,45 days,Instagram,0.11,8.0,892,5358,2021-06-14
52365,Men 18-24,45 days,Instagram,0.15,8.0,1000,5343,2021-06-19
52370,Men 18-24,45 days,YouTube,0.04,4.87,174,5960,2021-06-24
52371,Men 18-24,45 days,YouTube,0.04,2.09,206,6497,2021-06-25
52373,Women 35-44,15 days,Instagram,0.08,8.0,962,4213,2021-06-27
52374,Men 25-34,15 days,YouTube,0.01,3.32,101,4473,2021-06-28
52712,Women 35-44,60 days,Google Ads,0.12,5.61,328,2395,2021-06-01
52715,All Ages,30 days,YouTube,0.05,2.88,100,5421,2021-06-04
52716,All Ages,60 days,Instagram,0.15,8.0,558,3949,2021-06-05
52720,Men 18-24,30 days,YouTube,0.07,4.63,563,9635,2021-06-09
52724,All Ages,15 days,Instagram,0.08,5.41,390,8488,2021-06-13
52725,All Ages,60 days,YouTube,0.08,2.21,332,7554,2021-06-14
52728,Women 25-34,15 days,Google Ads,0.14,7.81,636,8195,2021-06-17
52729,Men 18-24,45 days,YouTube,0.03,3.4,112,2485,2021-06-18
52732,Men 25-34,30 days,YouTube,0.05,4.22,461,10000,2021-06-21
52733,Women 25-34,30 days,Google Ads,0.04,2.42,994,3063,2021-06-22
52736,All Ages,45 days,YouTube,0.03,2.21,235,9629,2021-06-25
52739,Women 25-34,15 days,Instagram,0.14,7.06,703,2642,2021-06-28
52740,Men 25-34,60 days,Google Ads,0.07,3.26,262,2533,2021-06-29
53079,Men 18-24,15 days,Instagram,0.15,8.0,1000,6516,2021-06-03
53081,Men 25-34,45 days,Instagram,0.08,5.45,719,5445,2021-06-05
53082,Women 25-34,30 days,Instagram,0.15,8.0,134,3749,2021-06-06
53083,Women 25-34,60 days,YouTube,0.02,2.0,365,10000,2021-06-07
53084,Men 18-24,30 days,Google Ads,0.12,4.95,174,8059,2021-06-08
53086,All Ages,60 days,Google Ads,0.05,4.77,973,2574,2021-06-10
53087,Women 35-44,15 days,Google Ads,0.08,5.36,792,5916,2021-06-11
53096,Women 25-34,60 days,Google Ads,0.09,2.79,389,4534,2021-06-20
53097,Men 18-24,30 days,Instagram,0.03,3.03,1000,5777,2021-06-21
53105,Women 35-44,30 days,Instagram,0.02,8.0,386,8844,2021-06-29
53106,Men 18-24,45 days,Google Ads,0.09,2.57,516,1993,2021-06-30
53444,Men 25-34,60 days,Google Ads,0.08,2.01,853,3892,2021-06-03
53445,All Ages,60 days,Instagram,0.15,6.27,807,1775,2021-06-04
53447,Men 25-34,45 days,Instagram,0.05,3.17,251,4408,2021-06-06
53449,Men 25-34,45 days,Instagram,0.15,7.98,164,6473,2021-06-08
53451,All Ages,15 days,Google Ads,0.09,3.79,124,1653,2021-06-10
53455,Men 18-24,30 days,Google Ads,0.1,5.6,814,6549,2021-06-14
53456,Women 35-44,45 days,Google Ads,0.01,4.94,845,6463,2021-06-15
53457,Women 35-44,45 days,YouTube,0.02,2.68,311,5962,2021-06-16
53460,Women 25-34,45 days,Instagram,0.05,8.0,1000,9129,2021-06-19
53461,All Ages,30 days,YouTube,0.05,4.79,243,10000,2021-06-20
53463,Women 35-44,45 days,Google Ads,0.13,6.72,964,1176,2021-06-22
53464,Men 18-24,15 days,Instagram,0.06,7.1,1000,3326,2021-06-23
53465,Women 35-44,45 days,Instagram,0.11,3.63,571,1597,2021-06-24
53468,Men 18-24,60 days,Instagram,0.15,8.0,733,7268,2021-06-27
53469,Men 18-24,30 days,Instagram,0.13,6.15,1000,7808,2021-06-28
53471,Men 25-34,15 days,YouTube,0.06,2.0,492,3919,2021-06-30
53807,Men 25-34,15 days,Instagram,0.08,4.56,663,4075,2021-06-01
53815,Women 35-44,45 days,YouTube,0.05,4.52,402,3366,2021-06-09
53816,Men 18-24,45 days,YouTube,0.08,4.95,192,2606,2021-06-10
53821,All Ages,15 days,YouTube,0.03,3.83,339,5090,2021-06-15
53822,All Ages,45 days,Instagram,0.08,8.0,1000,6592,2021-06-16
53827,Women 25-34,60 days,Instagram,0.15,7.16,1000,6461,2021-06-21
53828,All Ages,30 days,YouTube,0.02,4.45,313,3147,2021-06-22
53829,Women 35-44,60 days,YouTube,0.07,2.88,593,1218,2021-06-23
53833,Men 18-24,60 days,Instagram,0.15,7.18,926,1568,2021-06-27
53834,Women 35-44,15 days,Instagram,0.13,2.7,901,5993,2021-06-28
53835,All Ages,30 days,Instagram,0.08,3.89,131,2010,2021-06-29
53836,All Ages,45 days,Google Ads,0.07,6.86,609,2953,2021-06-30
54175,Women 25-34,30 days,Google Ads,0.14,5.18,207,3517,2021-06-04
54176,Women 25-34,30 days,Google Ads,0.06,2.96,279,6245,2021-06-05
54180,Men 18-24,45 days,YouTube,0.08,2.0,632,7116,2021-06-09
54185,Women 25-34,30 days,Google Ads,0.03,2.83,751,5124,2021-06-14
54187,Men 18-24,45 days,Instagram,0.06,2.77,594,4011,2021-06-16
54189,Men 18-24,30 days,YouTube,0.07,3.69,512,7183,2021-06-18
54191,Women 35-44,30 days,Instagram,0.03,4.99,384,5766,2021-06-20
54195,Women 25-34,15 days,Instagram,0.15,6.77,351,5358,2021-06-24
54196,Women 35-44,15 days,YouTube,0.02,2.9,452,6491,2021-06-25
54197,Men 18-24,30 days,Google Ads,0.1,5.13,773,3634,2021-06-26
54198,Men 25-34,45 days,Instagram,0.15,8.0,533,4186,2021-06-27
54199,Women 25-34,60 days,Instagram,0.05,3.13,415,8898,2021-06-28
54200,Men 18-24,60 days,Google Ads,0.13,4.38,898,6497,2021-06-29
54201,Women 25-34,30 days,Instagram,0.15,8.0,1000,4269,2021-06-30
54537,Women 35-44,30 days,Instagram,0.14,5.6,742,4542,2021-06-01
54538,Women 25-34,60 days,Google Ads,0.03,3.41,371,4059,2021-06-02
54539,Women 35-44,45 days,YouTube,0.07,4.54,481,2154,2021-06-03
54541,Men 18-24,15 days,YouTube,0.06,4.29,312,2967,2021-06-05
54544,Men 18-24,45 days,Instagram,0.15,3.32,707,9327,2021-06-08
54545,All Ages,15 days,Instagram,0.15,8.0,727,3117,2021-06-09
54547,Women 35-44,15 days,Google Ads,0.1,6.13,742,7171,2021-06-11
54548,Men 25-34,60 days,Google Ads,0.03,6.77,374,3196,2021-06-12
54551,Women 25-34,15 days,Google Ads,0.15,2.69,998,5311,2021-06-15
54553,Women 35-44,30 days,Google Ads,0.01,7.01,119,9257,2021-06-17
54556,Women 35-44,15 days,Google Ads,0.09,4.44,569,6866,2021-06-20
54558,Women 35-44,30 days,Google Ads,0.08,6.15,172,4439,2021-06-22
54559,Women 35-44,60 days,Instagram,0.05,8.0,598,9320,2021-06-23
54561,Women 35-44,30 days,YouTube,0.06,2.68,460,5795,2021-06-25
54562,Women 25-34,30 days,Instagram,0.11,8.0,1000,2762,2021-06-26
54564,All Ages,60 days,Google Ads,0.06,2.57,749,8613,2021-06-28
54565,Women 25-34,45 days,YouTube,0.06,3.17,270,2810,2021-06-29
54902,All Ages,45 days,YouTube,0.06,4.06,473,4069,2021-06-01
54906,Women 35-44,30 days,YouTube,0.04,2.71,150,2922,2021-06-05
54910,Men 25-34,60 days,Google Ads,0.05,3.95,849,4369,2021-06-09
54911,All Ages,45 days,Instagram,0.02,7.74,1000,5573,2021-06-10
54912,All Ages,30 days,Google Ads,0.1,4.06,386,8903,2021-06-11
54917,All Ages,15 days,Instagram,0.05,6.29,142,7995,2021-06-16
54918,Men 18-24,45 days,Instagram,0.06,8.0,1000,7501,2021-06-17
54919,Men 25-34,30 days,Google Ads,0.04,6.2,775,9807,2021-06-18
54920,All Ages,60 days,Google Ads,0.12,6.38,623,6376,2021-06-19
54922,Men 18-24,45 days,Instagram,0.15,5.51,202,1543,2021-06-21
54924,Men 25-34,30 days,YouTube,0.06,4.42,301,1987,2021-06-23
54925,Men 25-34,45 days,YouTube,0.05,2.0,367,7426,2021-06-24
54926,Women 35-44,15 days,Instagram,0.14,7.63,770,4937,2021-06-25
54927,Women 35-44,45 days,Google Ads,0.15,6.11,171,1771,2021-06-26
54928,Women 25-34,45 days,YouTube,0.06,4.08,518,5071,2021-06-27
54930,Men 18-24,15 days,YouTube,0.02,2.98,337,3816,2021-06-29
55270,Men 18-24,60 days,Google Ads,0.13,5.4,116,3920,2021-06-04
55271,Men 18-24,15 days,Instagram,0.14,6.46,1000,7670,2021-06-05
55273,Men 18-24,15 days,Instagram,0.03,8.0,387,4585,2021-06-07
55274,All Ages,45 days,YouTube,0.04,2.0,523,7583,2021-06-08
55277,All Ages,45 days,Google Ads,0.13,6.78,217,7438,2021-06-11
55278,Women 25-34,15 days,YouTube,0.06,3.5,129,8753,2021-06-12
55279,Men 18-24,45 days,Instagram,0.03,6.44,498,2303,2021-06-13
55280,Men 25-34,30 days,YouTube,0.03,2.85,467,10000,2021-06-14
55283,Women 35-44,45 days,Instagram,0.14,8.0,598,1895,2021-06-17
55285,Men 18-24,15 days,Instagram,0.05,3.17,775,9459,2021-06-19
55286,Men 18-24,30 days,Google Ads,0.13,6.45,571,9048,2021-06-20
55287,Men 25-34,30 days,Instagram,0.15,3.0,1000,4598,2021-06-21
55289,Women 25-34,60 days,Instagram,0.15,7.23,1000,4115,2021-06-23
55290,Women 25-34,60 days,Google Ads,0.03,5.71,513,3257,2021-06-24
55294,Women 25-34,45 days,YouTube,0.04,2.0,273,3450,2021-06-28
55295,Women 25-34,15 days,Google Ads,0.05,3.88,761,4734,2021-06-29
55632,All Ages,60 days,YouTube,0.04,3.23,232,3480,2021-06-01
55633,Women 25-34,45 days,Google Ads,0.13,7.71,710,2175,2021-06-02
55634,Men 18-24,60 days,Google Ads,0.05,4.27,195,8493,2021-06-03
55635,Men 18-24,45 days,YouTube,0.06,2.0,519,7725,2021-06-04
55636,Women 35-44,15 days,YouTube,0.06,3.08,479,4547,2021-06-05
55637,All Ages,15 days,Google Ads,0.01,3.88,594,4989,2021-06-06
55638,Men 18-24,60 days,YouTube,0.08,2.04,294,9652,2021-06-07
55641,Men 25-34,30 days,Instagram,0.15,4.74,664,4269,2021-06-10
55643,Women 35-44,15 days,Instagram,0.15,8.0,237,1749,2021-06-12
55647,Women 35-44,60 days,YouTube,0.06,3.74,320,10000,2021-06-16
55648,Men 25-34,30 days,YouTube,0.04,2.63,302,7703,2021-06-17
55650,Men 18-24,45 days,YouTube,0.04,3.77,616,9224,2021-06-19
55652,Men 18-24,30 days,Instagram,0.06,7.15,867,8108,2021-06-21
55656,All Ages,60 days,Instagram,0.15,2.63,958,8159,2021-06-25
55657,Men 25-34,45 days,Google Ads,0.02,3.99,580,8074,2021-06-26
55659,All Ages,45 days,YouTube,0.04,4.56,534,1389,2021-06-28
55997,All Ages,45 days,YouTube,0.08,3.04,153,5804,2021-06-01
56000,Men 25-34,30 days,Google Ads,0.07,5.65,321,7287,2021-06-04
56003,All Ages,30 days,Instagram,0.15,5.56,573,6478,2021-06-07
56004,All Ages,45 days,Google Ads,0.14,4.43,533,5434,2021-06-08
56009,Women 25-34,60 days,Google Ads,0.03,6.95,796,1757,2021-06-13
56011,Women 25-34,60 days,YouTube,0.06,3.28,433,2582,2021-06-15
56014,Men 25-34,45 days,YouTube,0.08,3.74,424,4054,2021-06-18
56016,All Ages,45 days,Google Ads,0.03,3.82,343,8058,2021-06-20
56017,Men 18-24,15 days,Google Ads,0.04,6.68,952,4402,2021-06-21
56020,Men 18-24,30 days,Instagram,0.05,8.0,1000,4735,2021-06-24
56021,Men 18-24,30 days,Google Ads,0.05,2.58,164,4109,2021-06-25
56024,Men 18-24,45 days,Google Ads,0.1,3.54,884,7902,2021-06-28
56362,Men 18-24,45 days,YouTube,0.01,4.78,396,3172,2021-06-01
56363,Women 25-34,45 days,YouTube,0.02,2.78,395,6070,2021-06-02
56364,All Ages,30 days,YouTube,0.06,2.0,324,10000,2021-06-03
56365,All Ages,30 days,Google Ads,0.12,4.57,354,4530,2021-06-04
56366,Men 18-24,45 days,Instagram,0.11,6.8,1000,8159,2021-06-05
56369,Women 35-44,60 days,Instagram,0.15,2.63,1000,7601,2021-06-08
56370,Women 25-34,60 days,Instagram,0.08,4.94,774,8034,2021-06-09
56372,All Ages,15 days,Google Ads,0.02,7.52,235,9165,2021-06-11
56378,Men 25-34,60 days,Google Ads,0.12,6.71,769,4621,2021-06-17
56380,Women 25-34,15 days,YouTube,0.06,3.7,105,9902,2021-06-19
56381,Men 25-34,60 days,Instagram,0.15,7.72,998,6964,2021-06-20
56384,Men 25-34,30 days,YouTube,0.01,2.0,227,2308,2021-06-23
56389,All Ages,15 days,Instagram,0.05,5.6,580,3312,2021-06-28
56390,Men 18-24,15 days,Google Ads,0.1,2.31,418,3032,2021-06-29
56728,All Ages,45 days,YouTube,0.03,4.06,440,4971,2021-06-02
56729,Women 25-34,45 days,YouTube,0.02,2.52,625,4718,2021-06-03
56733,Men 25-34,30 days,Google Ads,0.1,4.66,396,7202,2021-06-07
56734,Men 18-24,60 days,Google Ads,0.1,5.05,260,8669,2021-06-08
56735,Men 18-24,60 days,YouTube,0.07,2.0,170,7239,2021-06-09
56736,Men 18-24,30 days,YouTube,0.08,4.27,144,8972,2021-06-10
56740,All Ages,45 days,Instagram,0.14,4.64,1000,9027,2021-06-14
56745,Women 25-34,30 days,Instagram,0.11,3.85,942,6996,2021-06-19
56746,Men 25-34,15 days,Google Ads,0.13,3.12,553,4657,2021-06-20
56747,All Ages,45 days,Google Ads,0.06,7.64,755,3449,2021-06-21
56748,Men 25-34,60 days,Instagram,0.15,7.8,1000,2026,2021-06-22
56749,Men 25-34,60 days,Google Ads,0.01,2.87,422,1018,2021-06-23
56751,Men 18-24,60 days,Instagram,0.03,7.02,592,6902,2021-06-25
56752,Men 25-34,60 days,Instagram,0.15,4.97,762,8949,2021-06-26
56753,Men 25-34,60 days,YouTube,0.01,3.35,378,4089,2021-06-27
56755,Men 25-34,30 days,Google Ads,0.11,6.03,461,4708,2021-06-29
57093,Women 25-34,15 days,Google Ads,0.06,2.46,820,2274,2021-06-02
57094,Women 35-44,30 days,Google Ads,0.08,3.14,828,9491,2021-06-03
57097,Men 25-34,45 days,Instagram,0.15,8.0,1000,5785,2021-06-06
57099,All Ages,15 days,YouTube,0.04,2.0,298,8922,2021-06-08
57101,Women 25-34,60 days,Instagram,0.15,7.9,746,4276,2021-06-10
57102,Men 18-24,15 days,Instagram,0.06,8.0,662,1911,2021-06-11
57107,Men 18-24,45 days,Instagram,0.15,4.65,1000,2724,2021-06-16
57113,All Ages,60 days,YouTube,0.06,3.95,229,4924,2021-06-22
57114,Men 18-24,15 days,Google Ads,0.11,7.05,725,8874,2021-06-23
57118,All Ages,45 days,YouTube,0.07,4.47,137,2158,2021-06-27
57121,Men 18-24,15 days,Instagram,0.13,8.0,294,1349,2021-06-30
57461,Men 18-24,15 days,YouTube,0.01,2.0,271,9214,2021-06-05
57462,Men 25-34,15 days,Instagram,0.15,8.0,719,3463,2021-06-06
57465,Women 35-44,15 days,YouTube,0.02,4.73,339,2656,2021-06-09
57467,Women 25-34,60 days,Instagram,0.14,6.28,260,1259,2021-06-11
57469,Men 18-24,30 days,Google Ads,0.07,2.58,495,9842,2021-06-13
57472,Men 18-24,15 days,Instagram,0.15,5.07,425,6496,2021-06-16
57473,Women 35-44,45 days,Google Ads,0.11,3.69,527,2489,2021-06-17
57476,Women 25-34,30 days,Google Ads,0.02,3.27,384,2879,2021-06-20
57481,Men 18-24,45 days,YouTube,0.04,4.01,277,4274,2021-06-25
57483,Women 35-44,45 days,Instagram,0.15,5.46,802,1307,2021-06-27
57484,Men 18-24,60 days,YouTube,0.08,2.0,583,6656,2021-06-28
57485,All Ages,30 days,YouTube,0.02,5.02,212,4198,2021-06-29
57823,Women 25-34,45 days,Instagram,0.11,8.0,1000,4733,2021-06-02
57825,Men 25-34,30 days,Google Ads,0.12,2.95,806,1292,2021-06-04
57827,Men 25-34,45 days,YouTube,0.03,2.66,311,6950,2021-06-06
57828,Men 25-34,60 days,Instagram,0.13,7.67,1000,8230,2021-06-07
57829,Women 25-34,60 days,YouTube,0.04,4.86,615,8901,2021-06-08
57830,All Ages,15 days,Instagram,0.11,5.76,139,1287,2021-06-09
57832,Women 35-44,45 days,Google Ads,0.01,2.87,192,5407,2021-06-11
57833,Women 25-34,45 days,Google Ads,0.04,2.98,844,9282,2021-06-12
57835,All Ages,30 days,YouTube,0.05,2.0,267,8257,2021-06-14
57837,All Ages,15 days,YouTube,0.05,2.0,610,2055,2021-06-16
57839,Women 35-44,60 days,Google Ads,0.09,4.44,293,5849,2021-06-18
57841,Men 18-24,45 days,YouTube,0.02,3.18,447,8459,2021-06-20
57844,Men 18-24,30 days,YouTube,0.02,2.0,563,2896,2021-06-23
57845,Men 25-34,15 days,YouTube,0.01,2.82,138,9779,2021-06-24
57849,Women 25-34,45 days,Google Ads,0.11,3.5,632,1864,2021-06-28
57850,Women 25-34,30 days,Google Ads,0.14,5.91,218,8659,2021-06-29
57851,Men 25-34,45 days,YouTube,0.02,2.0,136,1514,2021-06-30
58187,Women 25-34,15 days,Instagram,0.05,2.8,148,2144,2021-06-01
58191,Women 25-34,15 days,Google Ads,0.06,3.81,547,8802,2021-06-05
58192,Men 25-34,45 days,YouTube,0.04,2.0,186,4610,2021-06-06
58194,Men 25-34,60 days,Instagram,0.13,7.09,913,9037,2021-06-08
58195,Men 25-34,30 days,Instagram,0.05,7.89,228,5722,2021-06-09
58196,Women 35-44,30 days,Instagram,0.09,7.1,793,7203,2021-06-10
58199,Men 18-24,15 days,Google Ads,0.05,3.17,866,4685,2021-06-13
58200,Women 35-44,45 days,Google Ads,0.06,6.58,128,6543,2021-06-14
58201,Men 18-24,60 days,YouTube,0.06,2.76,351,3274,2021-06-15
58202,Men 25-34,60 days,YouTube,0.06,3.84,179,4050,2021-06-16
58204,Women 35-44,45 days,Google Ads,0.1,3.07,565,8703,2021-06-18
58206,Men 18-24,60 days,Google Ads,0.02,3.13,538,2587,2021-06-20
58209,Men 25-34,15 days,YouTube,0.04,2.66,335,5622,2021-06-23
58210,Men 25-34,60 days,Instagram,0.15,7.1,568,1588,2021-06-24
58211,All Ages,45 days,YouTube,0.02,4.98,324,9550,2021-06-25
58212,Women 25-34,45 days,YouTube,0.06,3.78,277,9152,2021-06-26
58215,All Ages,45 days,Google Ads,0.13,7.81,825,1506,2021-06-29
58216,All Ages,60 days,Google Ads,0.14,2.98,846,9815,2021-06-30
58553,Men 25-34,45 days,Google Ads,0.13,7.08,973,8074,2021-06-02
58554,Men 25-34,60 days,YouTube,0.06,3.3,176,1420,2021-06-03
58559,Women 35-44,15 days,Instagram,0.02,4.12,261,1090,2021-06-08
58562,All Ages,15 days,YouTube,0.02,2.36,419,1158,2021-06-11
58564,Men 18-24,30 days,YouTube,0.07,2.82,621,6793,2021-06-13
58572,All Ages,30 days,YouTube,0.06,4.93,449,2343,2021-06-21
58573,Women 35-44,15 days,Instagram,0.15,3.51,748,6367,2021-06-22
58574,Men 25-34,15 days,YouTube,0.01,4.69,374,1922,2021-06-23
58579,Women 25-34,60 days,Instagram,0.14,3.58,758,2164,2021-06-28
58581,All Ages,45 days,Google Ads,0.09,4.86,690,8868,2021-06-30
58917,Women 35-44,30 days,Google Ads,0.02,3.41,809,6979,2021-06-01
58918,Men 18-24,15 days,Google Ads,0.01,2.2,587,2701,2021-06-02
58919,Men 18-24,60 days,Google Ads,0.07,6.71,499,1332,2021-06-03
58920,Women 25-34,30 days,Instagram,0.13,8.0,285,5590,2021-06-04
58923,Men 25-34,30 days,YouTube,0.04,3.31,214,6211,2021-06-07
58927,Men 18-24,45 days,Google Ads,0.14,3.65,690,3401,2021-06-11
58928,Women 35-44,15 days,Instagram,0.15,5.08,1000,6169,2021-06-12
58930,Women 35-44,60 days,YouTube,0.06,3.18,271,2735,2021-06-14
58932,All Ages,45 days,YouTube,0.07,5.0,197,10000,2021-06-16
58933,Men 18-24,60 days,Google Ads,0.02,4.13,499,8241,2021-06-17
58936,All Ages,30 days,Google Ads,0.06,5.44,679,8527,2021-06-20
58937,Men 25-34,60 days,Google Ads,0.09,7.8,986,1381,2021-06-21
58938,Men 25-34,15 days,Google Ads,0.03,5.74,191,3976,2021-06-22
58939,All Ages,15 days,YouTube,0.08,2.94,158,4962,2021-06-23
58940,All Ages,30 days,Instagram,0.09,4.69,798,7816,2021-06-24
58941,Men 25-34,60 days,Instagram,0.13,3.08,841,7277,2021-06-25
58944,Women 35-44,30 days,Google Ads,0.05,7.7,505,4363,2021-06-28
59282,Women 35-44,60 days,YouTube,0.02,3.86,354,6691,2021-06-01
59284,Women 25-34,45 days,YouTube,0.01,3.93,366,9774,2021-06-03
59285,Women 25-34,45 days,Google Ads,0.06,4.27,295,7708,2021-06-04
59286,Women 35-44,15 days,Instagram,0.03,7.53,464,2661,2021-06-05
59287,Men 25-34,15 days,YouTube,0.07,3.48,207,3535,2021-06-06
59289,Women 35-44,45 days,YouTube,0.04,3.21,439,8741,2021-06-08
59290,Men 25-34,45 days,YouTube,0.07,4.67,523,1811,2021-06-09
59291,Men 18-24,30 days,YouTube,0.07,4.48,329,6851,2021-06-10
59296,Men 25-34,60 days,YouTube,0.04,2.0,177,4700,2021-06-15
59297,Men 25-34,60 days,Google Ads,0.14,5.59,167,6755,2021-06-16
59298,Women 25-34,30 days,YouTube,0.06,3.71,644,7162,2021-06-17
59299,Men 25-34,45 days,Instagram,0.15,8.0,370,7747,2021-06-18
59302,All Ages,60 days,Google Ads,0.05,4.85,519,3882,2021-06-21
59304,Women 35-44,60 days,YouTube,0.02,3.26,382,1983,2021-06-23
59305,Men 25-34,60 days,Google Ads,0.07,2.59,804,2672,2021-06-24
59307,Men 18-24,15 days,Instagram,0.15,6.84,734,3354,2021-06-26
59309,Women 25-34,30 days,YouTube,0.01,2.2,286,6691,2021-06-28
59648,All Ages,30 days,Google Ads,0.07,2.17,624,1765,2021-06-02
59649,Men 18-24,60 days,YouTube,0.04,2.73,614,3816,2021-06-03
59652,All Ages,15 days,Google Ads,0.11,6.58,962,2476,2021-06-06
59655,Women 35-44,45 days,Instagram,0.15,2.92,694,1676,2021-06-09
59656,All Ages,60 days,Google Ads,0.13,7.92,511,5050,2021-06-10
59658,All Ages,15 days,Google Ads,0.09,4.57,267,3745,2021-06-12
59660,Men 25-34,45 days,YouTube,0.03,4.44,428,3611,2021-06-14
59662,Women 25-34,30 days,Google Ads,0.01,5.56,371,6160,2021-06-16
59663,Men 18-24,30 days,YouTube,0.01,4.8,300,7084,2021-06-17
59664,Women 35-44,15 days,YouTube,0.08,3.88,205,8960,2021-06-18
59665,Men 25-34,45 days,YouTube,0.02,2.51,356,2871,2021-06-19
59667,Men 25-34,15 days,Instagram,0.14,3.61,257,5581,2021-06-21
59670,Men 18-24,45 days,Google Ads,0.05,4.99,117,5825,2021-06-24
59671,All Ages,60 days,YouTube,0.02,2.0,645,9296,2021-06-25
59672,Men 18-24,30 days,Instagram,0.15,5.02,766,6451,2021-06-26
59673,Men 18-24,30 days,YouTube,0.04,2.63,634,5246,2021-06-27
59674,Men 25-34,30 days,Google Ads,0.12,3.98,769,9669,2021-06-28
59675,Men 18-24,15 days,YouTube,0.03,4.45,344,7200,2021-06-29
60012,All Ages,45 days,Instagram,0.03,5.1,826,8184,2021-06-01
60023,Women 25-34,60 days,Instagram,0.14,5.49,1000,2241,2021-06-12
60026,Men 18-24,15 days,Instagram,0.15,6.36,1000,7514,2021-06-15
60027,All Ages,60 days,YouTube,0.07,2.23,402,4613,2021-06-16
60028,Men 25-34,15 days,Instagram,0.14,8.0,892,1003,2021-06-17
60030,Women 35-44,60 days,Google Ads,0.01,4.36,617,4153,2021-06-19
60035,Women 25-34,15 days,Google Ads,0.12,6.97,181,5747,2021-06-24
60036,Men 18-24,60 days,Instagram,0.15,3.46,616,8771,2021-06-25
60037,Women 25-34,45 days,YouTube,0.01,2.57,393,6763,2021-06-26
60040,Women 25-34,45 days,Google Ads,0.1,5.33,685,2306,2021-06-29
60377,Women 25-34,45 days,YouTube,0.08,2.36,629,3982,2021-06-01
60380,All Ages,60 days,YouTube,0.06,2.14,403,2500,2021-06-04
60381,Men 18-24,60 days,Instagram,0.15,6.32,772,5752,2021-06-05
60382,Women 35-44,30 days,Instagram,0.15,8.0,459,7364,2021-06-06
60386,Men 25-34,15 days,Google Ads,0.07,5.92,404,4463,2021-06-10
60387,Men 18-24,45 days,Google Ads,0.11,6.53,302,9761,2021-06-11
60388,Women 25-34,45 days,Instagram,0.14,7.59,268,6998,2021-06-12
60390,All Ages,30 days,YouTube,0.05,4.52,150,10000,2021-06-14
60392,Women 25-34,45 days,Instagram,0.08,5.88,491,1003,2021-06-16
60393,Men 25-34,30 days,YouTube,0.04,2.0,214,6474,2021-06-17
60394,Men 18-24,45 days,Google Ads,0.13,6.68,799,2638,2021-06-18
60396,Women 25-34,45 days,Instagram,0.15,3.11,334,6090,2021-06-20
60397,Women 25-34,45 days,Instagram,0.02,5.85,628,3352,2021-06-21
60399,Men 18-24,45 days,YouTube,0.02,3.83,391,3088,2021-06-23
60403,All Ages,30 days,Instagram,0.03,6.37,226,7255,2021-06-27
60404,Women 25-34,45 days,YouTube,0.02,4.57,100,5002,2021-06-28
60742,Men 25-34,60 days,Google Ads,0.08,5.71,755,7989,2021-06-01
60748,All Ages,45 days,YouTube,0.04,2.0,436,6423,2021-06-07
60749,Men 25-34,15 days,Instagram,0.11,8.0,659,4631,2021-06-08
60752,Women 35-44,30 days,Google Ads,0.07,7.81,482,3116,2021-06-11
60753,Men 25-34,45 days,Instagram,0.06,8.0,1000,8835,2021-06-12
60761,Women 35-44,60 days,YouTube,0.05,2.0,280,4467,2021-06-20
60763,Men 18-24,30 days,Instagram,0.06,7.11,628,7844,2021-06-22
60764,Women 25-34,30 days,Instagram,0.15,8.0,528,2527,2021-06-23
60765,Men 25-34,30 days,YouTube,0.06,2.6,584,6585,2021-06-24
60766,Women 25-34,60 days,Google Ads,0.09,3.26,789,3030,2021-06-25
60768,Women 35-44,45 days,Instagram,0.15,3.84,762,4328,2021-06-27
60769,Women 35-44,15 days,Instagram,0.15,8.0,1000,6586,2021-06-28
61109,Women 35-44,60 days,Google Ads,0.05,4.31,404,2544,2021-06-03
61110,Women 35-44,15 days,Instagram,0.15,8.0,835,4982,2021-06-04
61111,All Ages,45 days,Google Ads,0.13,6.13,401,4950,2021-06-05
61112,Women 25-34,60 days,Instagram,0.15,6.54,963,4745,2021-06-06
61114,Women 35-44,60 days,Instagram,0.15,4.46,957,5223,2021-06-08
61118,Men 25-34,60 days,YouTube,0.06,2.98,391,8894,2021-06-12
61119,Women 35-44,30 days,Google Ads,0.08,5.25,744,6926,2021-06-13
61120,Men 25-34,30 days,YouTube,0.04,2.02,214,4017,2021-06-14
61122,Women 35-44,30 days,Instagram,0.15,7.33,1000,8277,2021-06-16
61127,Women 25-34,60 days,Instagram,0.06,3.74,868,6704,2021-06-21
61129,Men 18-24,45 days,YouTube,0.05,4.92,620,1916,2021-06-23
61131,Men 18-24,45 days,Instagram,0.09,2.87,1000,5927,2021-06-25
61132,Women 35-44,30 days,Google Ads,0.14,2.63,414,7913,2021-06-26
61134,All Ages,30 days,Instagram,0.15,5.12,764,9126,2021-06-28
61135,Women 35-44,30 days,YouTube,0.06,3.7,295,3083,2021-06-29
61472,Women 35-44,15 days,YouTube,0.04,2.78,100,7737,2021-06-01
61473,Men 25-34,45 days,Google Ads,0.1,2.48,392,2560,2021-06-02
61475,All Ages,45 days,YouTube,0.02,4.82,208,3288,2021-06-04
61476,All Ages,30 days,Instagram,0.15,2.92,373,8708,2021-06-05
